p_id,rush_attempts,rush_yards,rush_touchdowns,longest_rush,times_pass_target,receptions,receiving_yards,receiving_touchdowns,longest_reception,fumbles,fumbles_lost,abbr,game_key,isHome,wy,position
GileJi00,1,-1,0,-1,0,5,57,0,23,0,0,TAM,197809020tam,True,1 | 1978,TE
AlleDw00,0,0,0,0,2,0,0,0,0,0,0,NWE,201709240nwe,True,3 | 2017,TE
GrifRy00,0,0,0,0,6,5,61,1,35,0,0,HTX,201709240nwe,False,3 | 2017,TE
AndeSt01,0,0,0,0,3,1,14,0,14,0,0,HTX,201709240nwe,False,3 | 2017,TE
RudoKy00,0,0,0,0,2,1,4,0,4,0,0,MIN,201709240min,True,3 | 2017,TE
BratCa00,0,0,0,0,4,4,33,1,18,0,0,TAM,201709240min,False,3 | 2017,TE
HowaO.00,0,0,0,0,1,1,12,0,12,0,0,TAM,201709240min,False,3 | 2017,TE
CrosAl00,0,0,0,0,1,1,5,0,5,0,0,TAM,201709240min,False,3 | 2017,TE
EbroEr00,0,0,0,0,7,2,9,0,8,0,0,DET,201709240det,True,3 | 2017,TE
FellDa01,0,0,0,0,1,1,8,0,8,0,0,DET,201709240det,True,3 | 2017,TE
HoopAu00,0,0,0,0,2,1,9,0,9,0,0,ATL,201709240det,False,3 | 2017,TE
DoylJa00,0,0,0,0,5,2,16,0,11,1,1,CLT,201709240clt,True,3 | 2017,TE
WillBr04,0,0,0,0,1,1,7,0,7,0,0,CLT,201709240clt,True,3 | 2017,TE
DaniDa02,0,0,0,0,1,1,6,0,6,0,0,CLT,201709240clt,True,3 | 2017,TE
DevaSe00,0,0,0,0,5,2,29,0,20,0,0,CLE,201709240clt,False,3 | 2017,TE
NjokDa00,0,0,0,0,4,2,12,1,11,0,0,CLE,201709240clt,False,3 | 2017,TE
TelfRa00,0,0,0,0,1,1,4,0,4,0,0,CLE,201709240clt,False,3 | 2017,TE
MillZa02,0,0,0,0,3,1,17,0,17,0,0,CHI,201709240chi,True,3 | 2017,TE
ShahAd00,0,0,0,0,1,1,2,1,2,0,0,CHI,201709240chi,True,3 | 2017,TE
JameJe00,0,0,0,0,4,2,19,0,14,0,0,PIT,201709240chi,False,3 | 2017,TE
GrimXa00,0,0,0,0,0,0,0,0,0,0,0,PIT,201709240chi,False,3 | 2017,TE
McDoVa00,0,0,0,0,0,0,0,0,0,0,0,PIT,201709240chi,False,3 | 2017,TE
WalkHu00,0,0,0,0,6,4,31,0,11,0,0,OTI,201709240oti,True,3 | 2017,TE
SmitJo01,0,0,0,0,2,1,24,1,24,0,0,OTI,201709240oti,True,3 | 2017,TE
SupePh00,0,0,0,0,1,1,3,0,3,0,0,OTI,201709240oti,True,3 | 2017,TE
GrahJi00,0,0,0,0,11,7,72,0,26,0,0,SEA,201709240oti,False,3 | 2017,TE
WillLu00,0,0,0,0,4,3,53,1,27,0,0,SEA,201709240oti,False,3 | 2017,TE
GateAn00,0,0,0,0,5,2,30,0,16,0,0,SDG,201709240sdg,True,3 | 2017,TE
KelcTr00,0,0,0,0,1,1,1,0,1,0,0,KAN,201709240sdg,False,3 | 2017,TE
KendLa00,0,0,0,0,3,2,52,1,51,0,0,GNB,201709240gnb,True,3 | 2017,TE
BennMa00,0,0,0,0,4,3,12,0,6,0,0,GNB,201709240gnb,True,3 | 2017,TE
KrofTy00,0,0,0,0,4,3,28,0,14,0,0,CIN,201709240gnb,False,3 | 2017,TE
HarrCl20,0,0,0,0,0,0,0,0,0,0,0,CIN,201709240gnb,False,3 | 2017,TE
UzomC.00,0,0,0,0,0,0,0,0,0,0,0,CIN,201709240gnb,False,3 | 2017,TE
DaviVe00,0,0,0,0,5,5,58,1,26,0,0,WAS,201709240was,True,3 | 2017,TE
CookJa02,0,0,0,0,6,4,43,1,21,0,0,RAI,201709240was,False,3 | 2017,TE
WalfCl00,0,0,0,0,1,1,-1,0,-1,0,0,RAI,201709240was,False,3 | 2017,TE
GresJe00,0,0,0,0,9,5,47,0,20,0,0,CRD,201709250crd,True,3 | 2017,TE
NiklTr00,0,0,0,0,1,1,10,0,10,0,0,CRD,201709250crd,True,3 | 2017,TE
WittJa00,0,0,0,0,4,1,3,0,3,0,0,DAL,201709250crd,False,3 | 2017,TE
BennMa00,0,0,0,0,7,6,39,0,26,0,0,GNB,201709280gnb,True,4 | 2017,TE
KendLa00,0,0,0,0,1,1,0,0,0,0,0,GNB,201709280gnb,True,4 | 2017,TE
MillZa02,0,0,0,0,2,2,45,0,29,0,0,CHI,201709280gnb,False,4 | 2017,TE
SimsDi00,0,0,0,0,1,1,8,0,8,0,0,CHI,201709280gnb,False,4 | 2017,TE
ThomJu00,0,0,0,0,4,2,29,0,23,0,0,MIA,201710010mia,True,4 | 2017,TE
FleeCo00,0,0,0,0,4,2,21,0,12,0,0,NOR,201710010mia,False,4 | 2017,TE
HoomMi00,0,0,0,0,2,1,13,0,13,0,0,NOR,201710010mia,False,4 | 2017,TE
NjokDa00,0,0,0,0,2,2,11,0,8,0,0,CLE,201710010cle,True,4 | 2017,TE
DevaSe00,0,0,0,0,4,1,2,0,2,0,0,CLE,201710010cle,True,4 | 2017,TE
KrofTy00,0,0,0,0,7,6,68,2,21,0,0,CIN,201710010cle,False,4 | 2017,TE
UzomC.00,0,0,0,0,1,1,11,0,11,0,0,CIN,201710010cle,False,4 | 2017,TE
HoopAu00,0,0,0,0,7,5,50,0,18,0,0,ATL,201710010atl,True,4 | 2017,TE
ToilLe00,0,0,0,0,3,3,21,0,9,0,0,ATL,201710010atl,True,4 | 2017,TE
ClayCh00,0,0,0,0,7,5,112,0,44,0,0,BUF,201710010atl,False,4 | 2017,TE
WatsBe00,0,0,0,0,6,5,43,0,11,0,0,RAV,201710010rav,True,4 | 2017,TE
BoylNi00,0,0,0,0,5,5,36,0,14,0,0,RAV,201710010rav,True,4 | 2017,TE
JameJe00,0,0,0,0,3,3,40,0,18,0,0,PIT,201710010rav,False,4 | 2017,TE
McDoVa00,0,0,0,0,1,0,0,0,0,0,0,PIT,201710010rav,False,4 | 2017,TE
SefeAu00,0,0,0,0,4,4,46,0,27,0,0,NYJ,201710010nyj,True,4 | 2017,TE
TomlEr01,0,0,0,0,1,0,0,0,0,0,0,NYJ,201710010nyj,True,4 | 2017,TE
LewiMa00,0,0,0,0,4,0,0,0,0,0,0,JAX,201710010nyj,False,4 | 2017,TE
O'ShJa00,0,0,0,0,1,0,0,0,0,0,0,JAX,201710010nyj,False,4 | 2017,TE
GronRo00,0,0,0,0,5,4,80,0,43,0,0,NWE,201710010nwe,True,4 | 2017,TE
HollJa03,0,0,0,0,1,0,0,0,0,0,0,NWE,201710010nwe,True,4 | 2017,TE
AlleDw00,0,0,0,0,1,0,0,0,0,0,0,NWE,201710010nwe,True,4 | 2017,TE
DickEd00,0,0,0,0,4,3,62,0,25,0,0,CAR,201710010nwe,False,4 | 2017,TE
RudoKy00,0,0,0,0,4,2,34,0,19,0,0,MIN,201710010min,True,4 | 2017,TE
BellBl00,0,0,0,0,1,1,12,0,12,0,0,MIN,201710010min,True,4 | 2017,TE
MorgDa01,0,0,0,0,1,0,0,0,0,0,0,MIN,201710010min,True,4 | 2017,TE
FellDa01,0,0,0,0,5,4,40,0,10,0,0,DET,201710010min,False,4 | 2017,TE
EbroEr00,0,0,0,0,4,2,27,0,15,0,0,DET,201710010min,False,4 | 2017,TE
RobeMi01,0,0,0,0,1,1,15,0,15,0,0,DET,201710010min,False,4 | 2017,TE
AndeSt01,0,0,0,0,2,2,28,0,17,0,0,HTX,201710010htx,True,4 | 2017,TE
GrifRy00,0,0,0,0,5,2,13,0,7,0,0,HTX,201710010htx,True,4 | 2017,TE
WalkHu00,0,0,0,0,7,3,51,0,21,0,0,OTI,201710010htx,False,4 | 2017,TE
SupePh00,0,0,0,0,0,0,0,0,0,0,0,OTI,201710010htx,False,4 | 2017,TE
HannJa00,0,0,0,0,1,1,28,1,28,0,0,DAL,201710010dal,True,4 | 2017,TE
WittJa00,0,0,0,0,2,1,9,0,9,0,0,DAL,201710010dal,True,4 | 2017,TE
HigbTy00,0,0,0,0,6,3,47,0,29,0,0,RAM,201710010dal,False,4 | 2017,TE
EverGe00,0,0,0,0,3,1,8,0,8,0,0,RAM,201710010dal,False,4 | 2017,TE
BratCa00,0,0,0,0,6,4,80,1,35,0,0,TAM,201710010tam,True,4 | 2017,TE
HowaO.00,0,0,0,0,4,2,63,1,58,0,0,TAM,201710010tam,True,4 | 2017,TE
EngrEv00,0,0,0,0,11,6,62,0,21,0,0,NYG,201710010tam,False,4 | 2017,TE
GateAn00,0,0,0,0,5,3,18,0,9,0,0,SDG,201710010sdg,True,4 | 2017,TE
HenrHu00,0,0,0,0,3,2,16,1,12,0,0,SDG,201710010sdg,True,4 | 2017,TE
ErtzZa00,0,0,0,0,8,5,81,0,38,0,0,PHI,201710010sdg,False,4 | 2017,TE
CeleBr00,0,0,0,0,1,0,0,0,0,0,0,PHI,201710010sdg,False,4 | 2017,TE
GresJe00,0,0,0,0,3,2,12,0,6,0,0,CRD,201710010crd,True,4 | 2017,TE
KittGe00,0,0,0,0,3,2,35,0,21,0,0,SFO,201710010crd,False,4 | 2017,TE
PaulLo00,0,0,0,0,1,0,0,0,0,0,0,SFO,201710010crd,False,4 | 2017,TE
DerbA.00,0,0,0,0,6,4,75,1,29,0,0,DEN,201710010den,True,4 | 2017,TE
CookJa02,0,0,0,0,8,3,46,0,28,0,0,RAI,201710010den,False,4 | 2017,TE
SmitLe00,0,0,0,0,2,2,15,0,11,0,0,RAI,201710010den,False,4 | 2017,TE
GrahJi00,0,0,0,0,6,4,61,0,33,0,0,SEA,201710010sea,True,4 | 2017,TE
WillLu00,0,0,0,0,1,1,6,1,6,0,0,SEA,201710010sea,True,4 | 2017,TE
WillBr04,0,0,0,0,2,1,32,0,32,0,0,CLT,201710010sea,False,4 | 2017,TE
DoylJa00,0,0,0,0,7,5,27,0,7,0,0,CLT,201710010sea,False,4 | 2017,TE
DaniDa02,0,0,0,0,2,0,0,0,0,0,0,CLT,201710010sea,False,4 | 2017,TE
KelcTr00,1,3,0,3,8,7,111,1,32,0,0,KAN,201710020kan,True,4 | 2017,TE
HarrDe03,0,0,0,0,3,0,0,0,0,0,0,KAN,201710020kan,True,4 | 2017,TE
DaviVe00,0,0,0,0,3,2,89,0,69,0,0,WAS,201710020kan,False,4 | 2017,TE
ReedJo02,0,0,0,0,5,3,21,0,14,0,0,WAS,201710020kan,False,4 | 2017,TE
BratCa00,0,0,0,0,9,5,68,1,18,0,0,TAM,201710050tam,True,5 | 2017,TE
HowaO.00,0,0,0,0,1,0,0,0,0,0,0,TAM,201710050tam,True,5 | 2017,TE
HollJa03,0,0,0,0,1,0,0,0,0,0,0,NWE,201710050tam,False,5 | 2017,TE
NjokDa00,1,1,0,1,3,3,48,1,21,0,0,CLE,201710080cle,True,5 | 2017,TE
DevaSe00,0,0,0,0,4,3,24,0,17,0,0,CLE,201710080cle,True,5 | 2017,TE
TomlEr01,0,0,0,0,1,1,34,0,34,0,0,NYJ,201710080cle,False,5 | 2017,TE
SefeAu00,0,0,0,0,8,6,29,1,9,0,0,NYJ,201710080cle,False,5 | 2017,TE
KrofTy00,0,0,0,0,5,4,38,0,15,0,0,CIN,201710080cin,True,5 | 2017,TE
UzomC.00,0,0,0,0,2,1,21,0,21,0,0,CIN,201710080cin,True,5 | 2017,TE
CartCe00,0,0,0,0,0,0,0,0,0,0,0,CIN,201710080cin,True,5 | 2017,TE
OLeaNi00,0,0,0,0,6,5,54,0,19,0,0,BUF,201710080cin,False,5 | 2017,TE
ClayCh00,0,0,0,0,3,2,31,0,24,0,0,BUF,201710080cin,False,5 | 2017,TE
ThomLo00,0,0,0,0,2,1,3,0,3,0,0,BUF,201710080cin,False,5 | 2017,TE
JameJe00,0,0,0,0,5,3,24,0,15,0,0,PIT,201710080pit,True,5 | 2017,TE
McDoVa00,0,0,0,0,2,0,0,0,0,0,0,PIT,201710080pit,True,5 | 2017,TE
LewiMa00,0,0,0,0,2,1,14,0,14,0,0,JAX,201710080pit,False,5 | 2017,TE
O'ShJa00,0,0,0,0,1,0,0,0,0,0,0,JAX,201710080pit,False,5 | 2017,TE
ErtzZa00,0,0,0,0,12,6,61,1,14,0,0,PHI,201710080phi,True,5 | 2017,TE
BurtTr01,0,0,0,0,2,2,16,1,15,0,0,PHI,201710080phi,True,5 | 2017,TE
CeleBr00,0,0,0,0,1,1,5,0,5,0,0,PHI,201710080phi,True,5 | 2017,TE
GresJe00,0,0,0,0,2,2,16,0,14,0,0,CRD,201710080phi,False,5 | 2017,TE
AdamJe01,0,0,0,0,1,1,11,0,11,0,0,NYG,201710080nyg,True,5 | 2017,TE
EngrEv00,0,0,0,0,4,0,0,0,0,0,0,NYG,201710080nyg,True,5 | 2017,TE
HenrHu00,0,0,0,0,8,3,42,1,25,0,0,SDG,201710080nyg,False,5 | 2017,TE
GateAn00,0,0,0,0,3,2,23,0,12,0,0,SDG,201710080nyg,False,5 | 2017,TE
GrayMa00,0,0,0,0,1,0,0,0,0,0,0,MIA,201710080mia,True,5 | 2017,TE
ThomJu00,0,0,0,0,4,1,15,0,15,0,0,MIA,201710080mia,True,5 | 2017,TE
FasaAn00,0,0,0,0,1,0,0,0,0,0,0,MIA,201710080mia,True,5 | 2017,TE
WalkHu00,0,0,0,0,5,3,25,0,12,0,0,OTI,201710080mia,False,5 | 2017,TE
SmitJo01,0,0,0,0,5,5,21,0,9,0,0,OTI,201710080mia,False,5 | 2017,TE
SupePh00,0,0,0,0,2,2,16,1,11,0,0,OTI,201710080mia,False,5 | 2017,TE
FellDa01,0,0,0,0,2,2,24,2,20,0,0,DET,201710080det,True,5 | 2017,TE
EbroEr00,0,0,0,0,4,1,6,0,6,0,0,DET,201710080det,True,5 | 2017,TE
DickEd00,0,0,0,0,5,5,175,0,64,0,0,CAR,201710080det,False,5 | 2017,TE
WillBr04,0,0,0,0,3,3,17,0,6,0,0,CLT,201710080clt,True,5 | 2017,TE
DaniDa02,0,0,0,0,4,1,13,0,13,0,0,CLT,201710080clt,True,5 | 2017,TE
KrieHe00,0,0,0,0,0,0,0,0,0,0,0,CLT,201710080clt,True,5 | 2017,TE
KittGe00,0,0,0,0,9,7,83,1,27,0,0,SFO,201710080clt,False,5 | 2017,TE
CeleGa00,0,0,0,0,1,1,6,0,6,0,0,SFO,201710080clt,False,5 | 2017,TE
HigbTy00,0,0,0,0,8,4,98,0,35,0,0,RAM,201710080ram,True,5 | 2017,TE
EverGe00,0,0,0,0,3,1,8,0,8,0,0,RAM,201710080ram,True,5 | 2017,TE
GrahJi00,0,0,0,0,8,6,37,1,9,0,0,SEA,201710080ram,False,5 | 2017,TE
VannNi00,0,0,0,0,2,2,3,0,3,0,0,SEA,201710080ram,False,5 | 2017,TE
WillLu00,0,0,0,0,1,0,0,0,0,0,0,SEA,201710080ram,False,5 | 2017,TE
CookJa02,0,0,0,0,6,3,25,0,17,1,1,RAI,201710080rai,True,5 | 2017,TE
BoylNi00,0,0,0,0,2,1,9,0,9,0,0,RAV,201710080rai,False,5 | 2017,TE
WatsBe00,0,0,0,0,4,2,2,0,4,1,0,RAV,201710080rai,False,5 | 2017,TE
WittJa00,0,0,0,0,10,8,61,0,14,1,1,DAL,201710080dal,True,5 | 2017,TE
HannJa00,0,0,0,0,1,0,0,0,0,0,0,DAL,201710080dal,True,5 | 2017,TE
BennMa00,0,0,0,0,3,3,53,0,33,0,0,GNB,201710080dal,False,5 | 2017,TE
KendLa00,0,0,0,0,1,1,24,0,24,0,0,GNB,201710080dal,False,5 | 2017,TE
RodgRi00,0,0,0,0,1,1,16,0,16,0,0,GNB,201710080dal,False,5 | 2017,TE
AndeSt01,0,0,0,0,2,2,63,0,42,0,0,HTX,201710080htx,True,5 | 2017,TE
GrifRy00,0,0,0,0,4,2,22,0,13,0,0,HTX,201710080htx,True,5 | 2017,TE
KelcTr00,0,0,0,0,11,8,98,0,26,0,0,KAN,201710080htx,False,5 | 2017,TE
TravRo00,0,0,0,0,2,2,26,0,18,1,0,KAN,201710080htx,False,5 | 2017,TE
HarrDe03,0,0,0,0,3,3,21,0,11,0,0,KAN,201710080htx,False,5 | 2017,TE
MillZa02,0,0,0,0,7,3,39,1,20,0,0,CHI,201710090chi,True,5 | 2017,TE
SimsDi00,0,0,0,0,4,1,17,0,17,0,0,CHI,201710090chi,True,5 | 2017,TE
RudoKy00,0,0,0,0,9,6,45,1,13,0,0,MIN,201710090chi,False,5 | 2017,TE
DickEd00,0,0,0,0,8,4,36,0,13,0,0,CAR,201710120car,True,6 | 2017,TE
ErtzZa00,0,0,0,0,5,2,18,2,17,0,0,PHI,201710120car,False,6 | 2017,TE
BurtTr01,0,0,0,0,1,1,9,0,9,0,0,PHI,201710120car,False,6 | 2017,TE
HoopAu00,0,0,0,0,9,7,48,0,11,0,0,ATL,201710150atl,True,6 | 2017,TE
ThomJu00,0,0,0,0,5,3,22,0,12,0,0,MIA,201710150atl,False,6 | 2017,TE
DaviVe00,0,0,0,0,4,3,65,0,51,1,1,WAS,201710150was,True,6 | 2017,TE
ReedJo02,0,0,0,0,5,4,37,0,14,0,0,WAS,201710150was,True,6 | 2017,TE
KittGe00,0,0,0,0,8,4,46,0,31,0,0,SFO,201710150was,False,6 | 2017,TE
CeleGa00,0,0,0,0,2,1,13,0,13,0,0,SFO,201710150was,False,6 | 2017,TE
WatsBe00,0,0,0,0,8,6,28,0,13,0,0,RAV,201710150rav,True,6 | 2017,TE
BoylNi00,0,0,0,0,3,2,15,0,0,0,0,RAV,201710150rav,True,6 | 2017,TE
WillMa04,0,0,0,0,1,1,6,0,6,1,1,RAV,201710150rav,True,6 | 2017,TE
SimsDi00,0,0,0,0,4,2,42,1,27,0,0,CHI,201710150rav,False,6 | 2017,TE
MillZa02,0,0,0,0,3,2,25,1,21,0,0,CHI,201710150rav,False,6 | 2017,TE
SefeAu00,0,0,0,0,11,8,46,1,12,1,1,NYJ,201710150nyj,True,6 | 2017,TE
TomlEr01,0,0,0,0,1,0,0,0,0,0,0,NYJ,201710150nyj,True,6 | 2017,TE
GronRo00,0,0,0,0,10,6,83,2,33,0,0,NWE,201710150nyj,False,6 | 2017,TE
HoomMi00,0,0,0,0,3,2,27,1,25,0,0,NOR,201710150nor,True,6 | 2017,TE
FleeCo00,0,0,0,0,1,0,0,0,0,0,0,NOR,201710150nor,True,6 | 2017,TE
FellDa01,0,0,0,0,4,2,26,1,22,0,0,DET,201710150nor,False,6 | 2017,TE
EbroEr00,0,0,0,0,3,1,9,0,9,0,0,DET,201710150nor,False,6 | 2017,TE
RudoKy00,0,0,0,0,9,5,47,0,16,0,0,MIN,201710150min,True,6 | 2017,TE
BennMa00,0,0,0,0,4,2,22,0,14,0,0,GNB,201710150min,False,6 | 2017,TE
KendLa00,0,0,0,0,0,0,0,0,0,0,0,GNB,201710150min,False,6 | 2017,TE
GrifRy00,0,0,0,0,8,3,52,0,0,0,0,HTX,201710150htx,True,6 | 2017,TE
AndeSt01,0,0,0,0,2,2,17,0,9,0,0,HTX,201710150htx,True,6 | 2017,TE
DevaSe00,0,0,0,0,3,2,9,1,6,0,0,CLE,201710150htx,False,6 | 2017,TE
NjokDa00,0,0,0,0,5,2,0,0,3,0,0,CLE,201710150htx,False,6 | 2017,TE
GresJe00,0,0,0,0,2,2,32,0,18,0,0,CRD,201710150crd,True,6 | 2017,TE
NiklTr00,0,0,0,0,2,2,20,1,14,0,0,CRD,201710150crd,True,6 | 2017,TE
BratCa00,0,0,0,0,8,6,76,1,21,0,0,TAM,201710150crd,False,6 | 2017,TE
HowaO.00,0,0,0,0,3,1,15,0,15,0,0,TAM,201710150crd,False,6 | 2017,TE
StocLu00,0,0,0,0,1,1,5,0,5,0,0,TAM,201710150crd,False,6 | 2017,TE
KoyaBe00,0,0,0,0,1,1,21,0,21,0,0,JAX,201710150jax,True,6 | 2017,TE
O'ShJa00,0,0,0,0,3,2,11,0,9,0,0,JAX,201710150jax,True,6 | 2017,TE
LewiMa00,0,0,0,0,2,0,0,0,0,0,0,JAX,201710150jax,True,6 | 2017,TE
EverGe00,0,0,0,0,3,1,4,1,4,0,0,RAM,201710150jax,False,6 | 2017,TE
HigbTy00,0,0,0,0,3,1,0,0,0,0,0,RAM,201710150jax,False,6 | 2017,TE
CookJa02,0,0,0,0,3,2,14,0,7,0,0,RAI,201710150rai,True,6 | 2017,TE
HenrHu00,0,0,0,0,7,5,90,0,34,0,0,SDG,201710150rai,False,6 | 2017,TE
GateAn00,0,0,0,0,1,1,16,0,16,0,0,SDG,201710150rai,False,6 | 2017,TE
KelcTr00,0,0,0,0,7,4,37,0,23,0,0,KAN,201710150kan,True,6 | 2017,TE
HarrDe03,0,0,0,0,2,0,0,0,0,0,0,KAN,201710150kan,True,6 | 2017,TE
McDoVa00,0,0,0,0,2,1,26,0,26,0,0,PIT,201710150kan,False,6 | 2017,TE
HeueJe00,0,0,0,0,2,2,24,1,13,0,0,DEN,201710150den,True,6 | 2017,TE
GreeVi00,0,0,0,0,1,1,24,0,24,0,0,DEN,201710150den,True,6 | 2017,TE
DerbA.00,0,0,0,0,4,1,10,0,10,0,0,DEN,201710150den,True,6 | 2017,TE
EngrEv00,0,0,0,0,7,5,82,1,26,0,0,NYG,201710150den,False,6 | 2017,TE
AdamJe01,0,0,0,0,1,1,6,0,6,0,0,NYG,201710150den,False,6 | 2017,TE
LaCoMa00,0,0,0,0,1,0,0,0,0,0,0,NYG,201710150den,False,6 | 2017,TE
SmitJo01,0,0,0,0,1,1,10,0,10,0,0,OTI,201710160oti,True,6 | 2017,TE
SupePh00,0,0,0,0,1,0,0,0,0,0,0,OTI,201710160oti,True,6 | 2017,TE
WalkHu00,1,-3,0,-3,8,4,17,0,10,0,0,OTI,201710160oti,True,6 | 2017,TE
DoylJa00,0,0,0,0,11,7,50,1,11,1,1,CLT,201710160oti,False,6 | 2017,TE
CookJa02,0,0,0,0,7,6,107,0,28,0,0,RAI,201710190rai,True,7 | 2017,TE
WalfCl00,0,0,0,0,1,0,0,0,0,0,0,RAI,201710190rai,True,7 | 2017,TE
KelcTr00,0,0,0,0,5,4,33,1,10,0,0,KAN,201710190rai,False,7 | 2017,TE
HarrDe03,0,0,0,0,3,2,16,0,12,0,0,KAN,201710190rai,False,7 | 2017,TE
TravRo00,0,0,0,0,1,1,3,0,3,0,0,KAN,201710190rai,False,7 | 2017,TE
MillZa02,0,0,0,0,3,2,29,0,24,0,0,CHI,201710220chi,True,7 | 2017,TE
DickEd00,0,0,0,0,5,3,18,0,11,0,0,CAR,201710220chi,False,7 | 2017,TE
ManhCh00,0,0,0,0,2,1,11,0,11,0,0,CAR,201710220chi,False,7 | 2017,TE
OLeaNi00,0,0,0,0,2,2,58,0,32,0,0,BUF,201710220buf,True,7 | 2017,TE
ThomLo00,0,0,0,0,1,1,22,1,22,0,0,BUF,201710220buf,True,7 | 2017,TE
HowaO.00,0,0,0,0,6,6,98,2,33,1,0,TAM,201710220buf,False,7 | 2017,TE
BratCa00,0,0,0,0,9,6,60,0,14,1,0,TAM,201710220buf,False,7 | 2017,TE
HigbTy00,0,0,0,0,3,3,13,0,5,0,0,RAM,201710220ram,True,7 | 2017,TE
GresJe00,0,0,0,0,3,1,18,0,18,0,0,CRD,201710220ram,False,7 | 2017,TE
NiklTr00,0,0,0,0,1,0,0,0,0,0,0,CRD,201710220ram,False,7 | 2017,TE
RudoKy00,0,0,0,0,7,5,43,0,19,0,0,MIN,201710220min,True,7 | 2017,TE
WatsBe00,0,0,0,0,5,5,38,0,20,0,0,RAV,201710220min,False,7 | 2017,TE
BoylNi00,0,0,0,0,3,2,12,0,8,0,0,RAV,201710220min,False,7 | 2017,TE
ThomJu00,0,0,0,0,4,3,58,0,25,0,0,MIA,201710220mia,True,7 | 2017,TE
FasaAn00,0,0,0,0,4,3,25,1,22,1,0,MIA,201710220mia,True,7 | 2017,TE
TomlEr01,0,0,0,0,1,1,26,0,26,0,0,NYJ,201710220mia,False,7 | 2017,TE
SefeAu00,0,0,0,0,5,3,21,1,10,0,0,NYJ,201710220mia,False,7 | 2017,TE
BennMa00,0,0,0,0,3,2,17,0,12,0,0,GNB,201710220gnb,True,7 | 2017,TE
FleeCo00,0,0,0,0,3,2,22,0,17,0,0,NOR,201710220gnb,False,7 | 2017,TE
DoylJa00,0,0,0,0,7,6,44,0,12,0,0,CLT,201710220clt,True,7 | 2017,TE
DaniDa02,0,0,0,0,3,1,7,0,7,0,0,CLT,201710220clt,True,7 | 2017,TE
WillBr04,0,0,0,0,2,1,6,0,6,0,0,CLT,201710220clt,True,7 | 2017,TE
LewiMa00,0,0,0,0,3,2,29,1,24,0,0,JAX,201710220clt,False,7 | 2017,TE
KoyaBe00,0,0,0,0,1,1,7,0,7,0,0,JAX,201710220clt,False,7 | 2017,TE
O'ShJa00,0,0,0,0,1,0,0,0,0,0,0,JAX,201710220clt,False,7 | 2017,TE
NjokDa00,0,0,0,0,5,2,58,0,31,0,0,CLE,201710220cle,True,7 | 2017,TE
DevaSe00,0,0,0,0,4,2,27,0,17,0,0,CLE,201710220cle,True,7 | 2017,TE
WalkHu00,0,0,0,0,10,7,63,0,16,1,1,OTI,201710220cle,False,7 | 2017,TE
SmitJo01,0,0,0,0,4,2,22,0,14,0,0,OTI,201710220cle,False,7 | 2017,TE
KittGe00,0,0,0,0,2,1,16,0,16,0,0,SFO,201710220sfo,True,7 | 2017,TE
CeleGa00,0,0,0,0,1,1,11,0,11,0,0,SFO,201710220sfo,True,7 | 2017,TE
HikuCo00,0,0,0,0,2,1,5,0,5,0,0,SFO,201710220sfo,True,7 | 2017,TE
WittJa00,0,0,0,0,4,4,54,1,18,0,0,DAL,201710220sfo,False,7 | 2017,TE
SwaiGe00,0,0,0,0,1,1,7,0,7,0,0,DAL,201710220sfo,False,7 | 2017,TE
HenrHu00,0,0,0,0,5,4,73,0,34,0,0,SDG,201710220sdg,True,7 | 2017,TE
GateAn00,0,0,0,0,1,1,4,0,4,0,0,SDG,201710220sdg,True,7 | 2017,TE
DerbA.00,0,0,0,0,7,6,66,0,23,1,1,DEN,201710220sdg,False,7 | 2017,TE
GreeVi00,0,0,0,0,2,1,7,0,7,0,0,DEN,201710220sdg,False,7 | 2017,TE
McDoVa00,0,0,0,0,3,2,37,0,28,0,0,PIT,201710220pit,True,7 | 2017,TE
GrimXa00,0,0,0,0,1,1,12,0,12,0,0,PIT,201710220pit,True,7 | 2017,TE
KrofTy00,0,0,0,0,4,4,23,1,10,0,0,CIN,201710220pit,False,7 | 2017,TE
UzomC.00,0,0,0,0,2,1,7,0,7,0,0,CIN,201710220pit,False,7 | 2017,TE
EngrEv00,0,0,0,0,12,6,60,1,25,0,0,NYG,201710220nyg,True,7 | 2017,TE
GrahJi00,0,0,0,0,6,3,51,1,29,0,0,SEA,201710220nyg,False,7 | 2017,TE
WillLu00,0,0,0,0,1,1,13,0,13,0,0,SEA,201710220nyg,False,7 | 2017,TE
VannNi00,0,0,0,0,1,1,12,0,12,0,0,SEA,201710220nyg,False,7 | 2017,TE
GronRo00,0,0,0,0,7,3,51,0,27,0,0,NWE,201710220nwe,True,7 | 2017,TE
HoopAu00,0,0,0,0,1,1,6,0,6,0,0,ATL,201710220nwe,False,7 | 2017,TE
ErtzZa00,0,0,0,0,5,5,89,1,46,0,0,PHI,201710230phi,True,7 | 2017,TE
BurtTr01,0,0,0,0,1,1,7,0,7,0,0,PHI,201710230phi,True,7 | 2017,TE
CeleBr00,0,0,0,0,2,1,3,0,3,0,0,PHI,201710230phi,True,7 | 2017,TE
DaviVe00,0,0,0,0,4,4,67,0,31,0,0,WAS,201710230phi,False,7 | 2017,TE
